,sentiment,sentiment:confidence,text
2065,0,1.0,"apple iphone6plus captures christmas white house friday, december)"
2066,0,0.6884,could option mail 'unsubscribe' next delete archive option after swiping email?
2067,0,1.0,hard reach suicide squad comics apple store turkey?
2068,0,1.0,ical undo months entries related recurring date entries? they 'pay changed amnt
2069,1,0.6698,
2070,0,1.0,just watched struggle answer call because iphone wouldn't answer great
2071,0,1.0,ical again!!! reset recurring spite months individualizing each current date fail icloud sucking
2072,0,0.6517,thinking leaving environment completely thoughts?
2073,0,1.0,don't guys make apple headphones different colors?
2074,0,1.0,lounge sight macs undetermined number ipxs! aapl
2075,0,0.6816,don't guys make apple headphones different colors?
2076,1,1.0,love supporting hourofcode with workshops!
2077,0,1.0,"iphone6c release date, rumours leaked images apple said working friday, decem"
2078,1,1.0,love supporting hourofcode with workshops!
2079,1,1.0,love supporting hourofcode with workshops!
2080,1,1.0,love supporting hourofcode with workshops!
2081,1,1.0,love supporting hourofcode with workshops!
2082,0,0.5716,it's important that apple become developer world need people invent their stuff cook
2083,1,1.0,love supporting hourofcode with workshops!
2084,1,1.0,love supporting hourofcode with workshops!
2085,0,0.6635,gopro potential become apple drone market aapl
2086,1,1.0,love supporting hourofcode with workshops!
2087,0,0.6759,wanted iphone that lighting charger made 1020
2088,0,0.6861,"studio 45,000 outlet, computers need batteries future now!!!!"
2089,0,1.0,"steve hayman, national consulting engineer, presents development umich"
2090,0,0.6595,will apple consumers billion deleting their music? apple (nasdaq aapl) currently embroi
2091,0,1.0,"early movers big, dltr, thi, aapl, five more these stocks posting largest moves before bell"
2092,1,1.0,love supporting hourofcode with workshops!
2093,0,1.0,just ahead this gonna virus whole house will explode!'
2094,0,0.681,"studio 45,000 outlet, computers need batteries future now!!!!"
2095,0,0.6708,"zuckerberg attacks apple really cared about customers, iphones would cost less aapl aapl"
2096,1,0.6758,love supporting hourofcode with workshops!
2097,1,1.0,love supporting hourofcode with workshops!
2098,0,1.0,you'll able learn code free next week your nearest store!
2099,0,0.6801,you'll able learn code free next week your nearest store!
2100,1,0.7346,love supporting hourofcode with workshops!
2101,0,1.0,nice! actor iwatch he'd have entire suite products sponsordeal
2102,0,1.0,"apple adds flyover locations maps, siri movie showtimes more countries blog aapl"
2103,0,0.7666,helping your loved ones street with free winnipeg acura
2104,1,1.0,love supporting hourofcode with workshops!
2105,0,0.4509,aapl baba twtr having their they fooling around their magic carpet next week
2106,0,0.6646,plaintiff withdrawn ipod antitrust lawsuit aapl aapl
2107,1,0.6758,love supporting hourofcode with workshops!
2108,0,1.0,plaintiff withdrawn ipod antitrust lawsuit aapl aapl
2109,0,1.0,"keyboard only ever freezes when trying talk ian, hate sophian"
2110,0,0.6797,apple entering security fear mongering from security vendors aapl aapl
2111,0,1.0,apple fibonacci technicals levels intraday update aapl aapl
2112,0,0.6879,"with iphone, switching"
2113,0,0.7244,learn code free your nearest store excellent! tech latism
2114,1,1.0,love supporting hourofcode with workshops!
2115,0,0.6822,"aapl increases apple's iphone sales, revenue"
2116,1,1.0,iphone5s best mobile that have that's easy only that works wonderfull! thanks
2117,0,0.6979,wut? have money back? kthx
2118,0,1.0,took hour (half decided bubble bath) that cannot download hate
2119,0,1.0,what homekit? soon you'll control your home with your iphone aapl aapl
2120,0,0.7378,what homekit? soon you'll control your home with your iphone aapl aapl
2121,0,1.0,blame
2122,1,1.0,"dude, over marketing beats they have great marketing team apple"
2123,0,1.0,watch
2124,0,0.68,don't have harry potter emojis please work this
2125,0,0.6437,don't have harry potter emojis please work this
2126,0,0.6758,don't have harry potter emojis please work this
2127,0,1.0,don't have harry potter emojis please work this
2128,0,0.6719,don't have harry potter emojis please work this
2129,0,0.6595,don't have harry potter emojis please work this
2130,1,0.6971,love supporting hourofcode with workshops!
2131,0,1.0,twdancecenter urbannutcracker store boylston 30pm enjoy some krumping meet director
2132,0,0.5025,don't have harry potter emojis please work this
2133,0,0.48,don't have harry potter emojis please work this
2134,0,0.6515,don't have harry potter emojis please work this
2135,0,1.0,dream last night where downgraded iphone spent rest dream trying figure what shame
2136,0,0.501,don't have harry potter emojis please work this
2137,0,0.6622,apple stock push into india little late? aapl aapl
2138,0,0.667,don't have harry potter emojis please work this
2139,0,1.0,apple (aapl) focuses larger indian market share aapl
2140,0,0.6859,really want drop word book from products employees will start treating machines with more care stop dropping them
2141,0,1.0,apple fibonacci technicals levels last intraday update aapl aapl
2142,0,1.0,wearabledevices consumers you're putting ibdnews aapl grmn amba invn
2143,0,1.0,apple intraday comments last update premium users aapl stockaction trading stocks
2144,0,1.0,ios8 still shit
2145,0,1.0,"thanks, i'll keep mind tho, i've lately been unhappy with everything that moving away from them"
2146,0,0.6759,apple facing challenge from google's android apple aapl seeking alpha
2147,0,0.6804,have windows lappy which works well half price alternative
2148,0,1.0,apple trading daily profit weekly profits aapl stockaction trading stocks
2149,0,0.5024,apple should always able cred card paypal gift card attach you'll still your they fail
2150,0,1.0,thinking doing exactly that just wanna install decent unix hardware live happily everafter
2151,0,0.7258,security firm have issued their (not very cheery) 2015 predictions attract attacks
2152,0,0.697,there needs emoji with paint football make fangirls everywhere
2153,0,1.0,it's what most devs
2154,0,1.0,aapl unexpected stocks bringing buffett fellow billionaires holiday
2155,0,1.0,"increases apple iphone6 sales, revenue friday, december)"
2156,0,0.6758,don't have harry potter emojis please work this
2157,0,0.5044,admits deleting rival music store tracks from ipods apple
2158,0,1.0,just feels yosemite eats more battery resource than mavericks? reading this?
2159,0,0.7253,block trade detected aapl
2160,0,1.0,used cool what happened
2161,0,0.7021,marketing systems cause headaches card holders with being opted promotions without permission
2162,0,0.665,founder attacks boss over 'ridiculous' comments about
2163,1,1.0,"dude, over marketing beats they have great marketing team apple"
2164,0,1.0,foreign currency exchange headwind apple (aapl) aapl
2165,0,1.0,"wireless family share plan, line upgrade just killed discount sure mentioned order page"
2166,1,0.6665,aapl proud part hourofcode next week events apple retail stores around world
2167,1,1.0,love supporting hourofcode with workshops!
2168,1,1.0,love supporting hourofcode with workshops!
2169,0,1.0,itunes awful ruining life your shit
2170,0,0.642,"buyer's guide deals macbook air, retina macbook pro, ipads, apple accessories, more blog aapl"
2171,0,0.6585,"forget apple iphone samsung's galaxy, humble flip phone back frid"
2172,0,1.0,"apple price close, december 2014, 9801 apple aapl"
2173,0,0.675,aapl can't apple meet demand iphone
2174,0,1.0,"many iphones never problem, smashed screens months with this suck balls"
2175,0,0.7201,will apple consumers billion deleting their music? aapl
2176,0,0.6373,"many iphones never problem, smashed screens months with this suck balls"
2177,0,1.0,there ever going moment y'all going battery? mine goes from hour
2178,0,0.7119,power strong branding store design photo article
2179,1,1.0,sorry will taking smartphone talents over iphone more reliable better everyday usage
2180,0,0.6595,"can't apple meet demand iphone6? friday, december)"
2181,0,1.0,which promoproduct suppliers carry brandable compliant adapters? headsaregoingtoroll
2182,0,1.0,"early apple employee bill fernandez shares details steve jobs, creation apple more aapl"
2183,0,0.7244,which promoproduct suppliers carry brandable compliant adapters? headsaregoingtoroll
2184,0,0.6822,"maps, where faustadium bocaraton floridaatlantic floridaa"
2185,0,1.0,paid charger couldn't more pissed about this rape
2186,0,0.6525,wifi working everything else ipad pissed days it's been like this! together apple
2187,0,1.0,will interesting watch this resolved
2188,0,1.0,"integrity cures most evils mfi, this case, will too!"
2189,0,1.0,agreed!
2190,0,1.0,"aapl pale, hoarse steve jobs defends apple videotaped deposition ipod"
2191,0,1.0,fucking hate yhis ohone embarrassed
2192,0,0.676,can't apple meet demand iphone aapl
2193,0,0.7916,"wow, valuation would rank silicon valley, behind likes"
2194,1,1.0,love supporting hourofcode with workshops!
2195,0,0.5146,dear bring phone quicker
2196,0,0.6505,"chrome, firefox have public feature roadmaps come safari! feel free fork"
2197,0,0.676,morning should evening that replaced crimped cord!
2198,0,0.6828,"yeah, seriously doesn't have one? good developer relations think have"
2199,0,1.0,apple facing challenge from google's android aapl
2200,0,0.6538,autocorrect changes muslim awesome okay with that
2201,0,0.6722,autocorrect changes muslim awesome okay with that
2202,0,0.6556,autocorrect changes muslim awesome okay with that
2203,0,0.7087,jdelaneyxo beta testing newest product isee
2204,0,1.0,keeps glitching
2205,0,1.0,apple antitrust case hangs balance antitrust ipod
2206,0,1.0,have their programming languages code analysis tech nerdup
2207,0,1.0,every time update itunes make worse worse dontupdateitunes
2208,0,1.0,mean didn't auto correct really fault here
2209,0,0.6675,fight fight fight
2210,0,0.6765,apple gonna thatb
2211,0,0.691,gift ideas apple lover everything technology
2212,0,1.0,every time change keyboards this come like your shit together
2213,0,1.0,things happening
2214,0,0.6861,breaking ericgarnet protestors occupy story icantbreath live
2215,0,0.6619,"apple iphone6plus captures christmas white house friday, december)"
2216,0,0.6774,silence mikebrown protesters store ericgarner icantbreathe blacklivesmatter
2217,0,0.6578,steve jobs deposition video shown ongoing ipod class action lawsuit aapl
2218,0,0.6851,aapl apple could face iphone shortages next year
2219,0,1.0,last time checked thought bought iphone slippery soap disguised didnt deserve this
2220,0,0.6632,mark words wild away with iphone bring back iphone ultimate form factor welcome iphone mini
2221,0,1.0,"iphone6c release date, rumours leaked images apple said working friday, decem"
2222,0,1.0,ericgarner protesters stage 'die store live blacklivesmatters shutitdown
2223,0,1.0,best link tech mark zuckerberg goes after appadvice
2224,0,0.6827,super stoked about only update! hoping would today well great game! great job!
2225,0,0.7201,streaming from store icantbreathe ericgarner ferguson thisstopstoday
2226,0,1.0,duly noted
2227,0,1.0,paid charger couldn't more pissed about this rape
2228,0,1.0,"final aapl putcallratios friday, december 2014"
2229,0,0.6759,"final aapl putcallratios friday, december 2014 hamzei"
2230,0,0.7039,isnt movie itunes
2231,0,1.0,protesters store pretty much sums like gravitational pull shocked took this long next stop? starbucks!!
2232,0,0.6678,"studio 45,000 outlet, computers need batteries future now!!!!"
2233,0,1.0,phone dying when it's charger stuff sucks
2234,0,1.0,"starbucks shuts down, anon decimated"
2235,0,0.6652,"starbucks shuts down, anon decimated"
2236,0,1.0,have honest once great fanaticism turning into equally great dislike
2237,0,1.0,really know mouse batteries haven't inceased charge since last time told they were
2238,0,0.6547,chrome needs fucking update asap play this stupid back forth shit over software letmecreate
2239,0,1.0,phone died would this happen
2240,0,1.0,dang this phone fuckin sucks fuck piece shit iphone y'all disappoint
2241,0,1.0,safari just crashed didn't have tabs open
2242,0,0.6825,"studio 45,000 outlet, computers need batteries future now!!!!"
2243,0,1.0,about guys make charger that lasts more than fucking weeks
2244,0,1.0,that coffee's even fair trade!
2245,0,0.5833,"emojis mac, pleaaaase!"
2246,0,0.6884,"studio 45,000 outlet, computers need batteries future now!!!!"
2247,0,1.0,apple cook comes
2248,1,0.6796,some stuff store fashionshowmakl
2249,0,1.0,about guys make charger that lasts more than fucking weeks
2250,1,0.6774,autocorrect changes muslim awesome okay with that
2251,0,1.0,phone dying when it's charger stuff sucks
2252,0,1.0,some garbage
2253,0,0.756,interview?no idea specialist students need teachers! it's humanrights issue
2254,0,0.4705,"just trying charger protest wecantbreathe 5thave apple store, fifth avenue"
2255,0,1.0,"have ipad don't update ios8, it's buggy slow! apple"
2256,0,0.6826,appreciate facetime feature
2257,0,1.0,your ios8 garbage software update asap
2258,0,0.6661,what hell
2259,0,1.0,cyndi lauper cinna phone iphone6plus rockefeller center
2260,0,0.6839,"increases apple iphone6 sales, revenue friday, december)"
2261,0,1.0,"laptop prob today local useless tech support, useless genius bar, useless next time?"
2262,1,0.6769,thank good coverage nofear
2263,1,0.6884,thank good coverage nofear
2264,1,1.0,thanx! thanx goes ground ferguson2nyc blacklivesmatter icantbreathe
2265,0,0.6492,have nofear
2266,0,1.0,"aapl apple loop iphone rumors, myth steve job's garage, iphone"
2267,0,1.0,"silicone case peeling,"
2268,0,1.0,need more products like companies like need embrace customization quality themes
2269,0,1.0,"y'all petty hell,"
2270,0,0.6825,"studio 45,000 outlet, computers need batteries future now!!!!"
2271,0,1.0,"what nice piece crap you've created great more, less, crapple fail"
2272,0,0.6647,"studio 45,000 outlet, computers need batteries future now!!!!"
2273,0,1.0,"studio 45,000 outlet, computers need batteries future now!!!!"
2274,0,1.0,fuck
2275,0,1.0,iosissues more issues safari want jobs quality control back
2276,0,1.0,since when stop replacing iphone units defect? just because have some scratches phone doesn't mean dropped
2277,0,0.6725,hold minutes update credit watch sleeping beauty
2278,0,1.0,hold
2279,0,0.6616,last good competition heating great consumers
2280,0,1.0,"trade aapl free nightly updates posted here twitter, visit trade aapl free website here"
2281,0,1.0,phone plugged losing battery thanks
2282,0,0.6578,someone anyone help
2283,0,1.0,this would actually rlly cute emoji
2284,0,0.6742,"hitting below belt! 'deleted' rivals' music from ipods, court hears musicnews"
2285,0,1.0,"ugh, longer dev, remember? wear suit wait, don't like suits i'll probly"
2286,0,0.5667,just reported that 'lie more organized then normal crowds that they're shutitdown
2287,0,0.6884,"studio 45,000 outlet, computers need batteries future now!!!!"
2288,0,0.734,apple expand retail india aapl
2289,0,1.0,went from overnight whathappened
2290,0,1.0,duck
2291,0,0.6517,even lasagna laryngitis mixed
2292,0,1.0,yooo it's been hours where's email back need that album when drops
2293,0,0.6807,"that purchased iphone covered battery replacement program india arbitrary, unfair fix!"
2294,0,1.0,even flagship store wasn't spared visit from ericgarner protests
2295,0,0.6646,protestors taking over store really? can't find government office something that will make change
2296,0,0.7481,"studio 45,000 outlet, computers need batteries future now!!!!"
2297,0,0.6656,even flagship store wasn't spared visit from ericgarner protests
2298,0,0.6538,even flagship store wasn't spared visit from ericgarner protests
2299,0,0.7726,"please kill itunes with fire start over,"
2300,0,0.7087,"what iphone know difference between too,"
2301,0,0.648,laptop wont fucjing turn charge didng 10000000000 this
2302,0,0.7279,requests apple reveal 'get warrant' pushback evaders ripping aussies
2303,0,1.0,news apple's antitrust lawsuit have plaintiffs lawyer suing apple antitrust
2304,0,1.0,apple samsung back courts
2305,0,1.0,aint shit
2306,0,0.6904,calls amanda keep ending urself
2307,0,0.7021,calls amanda keep ending urself
2308,0,1.0,apple expand retail india opening stores
2309,1,0.6773,apple expand retail india opening stores
2310,0,1.0,"trade aapl free nightly updates posted here twitter, visit trade aapl free website here"
2311,0,1.0,phone does automatically some reason kinda dumb thanks
2312,0,0.6816,autocorrect changes muslim awesome okay with that
2313,0,1.0,can't queue songs iphone fixit
2314,0,0.6725,autocorrect changes muslim awesome okay with that
2315,1,0.6773,autocorrect changes muslim awesome okay with that
2316,0,0.6722,know what sucks stores have these locks weeks before many preordered
2317,0,0.6678,"studio 45,000 outlet, computers need batteries future now!!!!"
2318,0,1.0,working hard album
2319,0,1.0,still
2320,0,1.0,accident have blocked
2321,0,1.0,you'd think safari would work well since it's apple product it's been freezing constantly such crap products
2322,0,1.0,khloe kardashian black iphone still don't have mine??? whats going huh? picking favorites? biased fucks
2323,0,1.0,real tired charger breaking every month
2324,0,1.0,real tired charger breaking every month
2325,0,1.0,please
2326,0,1.0,have calling facetime calls ability move between devices seamlessly
2327,0,0.6838,"thanks!!!, have calling facetime calls ability move between devices seamlessly"
2328,0,0.6792,over photo edit
2329,0,0.6593,"like, once pick call dying ipad, want able switch macbook before ipad"
2330,0,0.6681,"studio 45,000 outlet, computers need batteries future now!!!!"
2331,0,1.0,"studio 45,000 outlet, computers need batteries future now!!!!"
2332,0,1.0,messages aren't sending going
2333,0,1.0,aapl corrupt apple exec sentenced year prison
2334,0,1.0,follow developments aapl trial that finally underway
2335,0,1.0,apple corporate raiders selling weak products that stop working within weeks apple gets warranty claiming dampness
2336,0,0.6672,messages aren't sending going
2337,1,0.6708,think steve jobs would have been proud icantbreathe
2338,0,0.5235,it's even programs
2339,0,1.0,maybe stop being whore once sleep
2340,0,1.0,clearly sign they doing favor
2341,0,1.0,notifications messed thank
2342,0,1.0,"works again fucker, being it's only person"
2343,0,1.0,multiply
2344,0,1.0,very hostile
2345,0,1.0,apple cook comes
2346,1,0.6708,world's most demand employers
2347,0,0.8539,yall need reverse phone back can't this anymore
2348,0,0.5034,"studio 45,000 outlet, computers need batteries future now!!!!"
2349,0,1.0,"hundreds black, white, brown, yellow ericgarner protestors rushed store stage nothing stolen"
2350,0,1.0,enough products?
2351,0,1.0,frustrated after unsuccessfully trying outgoing smtp configuration this unacceptable yosemiteproblems apple help
2352,0,0.7613,here friends
2353,0,0.7079,this happening phone
2354,0,0.6495,aapl steve jobs gives posthumous testimony apple trial
2355,0,0.6755,done with your products like what kind facetime call this
2356,0,0.6544,world's first murder facetime thank this innovation
2357,0,1.0,world's first murder facetime thank this innovation
2358,0,0.6884,world's first murder facetime thank this innovation
2359,0,1.0,don't think '59' should close '00' when setting alarm iphone many times have fallen victim this
2360,0,0.678,apple fits increase earnings 2014q3 free donkey stocks aapl
2361,0,0.6672,world's first murder facetime thank this innovation
2362,0,1.0,wut? have money back? kthx
2363,0,1.0,apple fits increase earnings 2014q3 free donkey stocks aapl
2364,1,0.6723,"please replace java another language follow example, innovate!"
2365,0,0.6672,apparently even info going fixed must kept secretly apple says devs
2366,1,0.5383,aapl apple's iphone lead times still longer than previous models
2367,0,0.6827,"plant apple seed, almost guaranteed grow tree different type"
2368,0,0.6705,company crushing samsung china making amazing super cheap phone
2369,0,1.0,nigga fuck couch
2370,1,1.0,autocorrect changes muslim awesome okay with that
2371,0,0.5101,pretty cool stage panel talk hk's instagrammers instasavvy
2372,0,1.0,stage vivien instasavvy
2373,0,0.6796,when request custom gift wrap from don't
2374,0,1.0,facebook mark zuckerberg criticizes apple aapl aapl
2375,1,0.6884,survive 2014 holiday? investors
2376,0,0.6708,apple could face iphone shortages next year aapl aapl
2377,1,0.7443,survive 2014 holiday? investors
2378,0,1.0,"apple campus 161m auditorium, fitness center aapl"
2379,0,0.6888,your devices!!! some albums available itunes download illegal this happens
2380,0,0.7089,"split valley user data? says, 'totally say,'like, whatever!' titianfight"
2381,1,0.6579,aapl survive 2014 holiday? investors california sanfrancisco tech christmas2014
2382,0,0.8043,"apple critic, mark zuckerberg aapl aapl"
2383,1,0.7443,survive 2014 holiday? investors
2384,0,1.0,"apple loop iphone6s rumors, steve job's garage myth, iphone speculation saturday, december)"
2385,0,1.0,apple plans india push with stores aapl aapl
2386,0,1.0,iphone release date with most needed features aapl aapl
2387,0,0.6609,"well, seems that start garage after business tech"
2388,0,0.7079,"studio 45,000 outlet, computers need batteries future now!!!!"
2389,0,1.0,"december 11th, will hosting hour code programming workshops"
2390,0,0.5068,apple's iphone lead times still longer than previous models aapl aapl
2391,0,1.0,"studio 45,000 outlet, computers need batteries future now!!!!"
2392,0,0.6515,sees more apple iphone sales aapl aapl
2393,0,1.0,steve sits down with computer
2394,0,1.0,watcha doing there with soldering iron computer swapping caps?
2395,0,1.0,steve jobs defends apple from grave ipod lawsuit aapl aapl
2396,0,1.0,stop making their installations damn bloody difficult stop asking clear space from hard disk
2397,0,1.0,aapl apple (aapl) over?
2398,0,0.7288,apple's dilemma with apple aapl aapl
2399,0,0.769,planning open istores india
2400,0,1.0,planning open istores india
2401,0,0.6661,apple's dilemma with apple aapl aapl
2402,0,0.6751,learning about apple ipad mini smart cover pink (md968ll
2403,0,0.642,patents iphone drop protection mechanism that changes device angle freefall wickedsmart
2404,0,0.6748,apple pivoting ipad education strategy regain footing aapl aapl
2405,0,1.0,dear where ever lovin' heck navigation arrows itunes store? even your software?
2406,0,0.6488,navigate this
2407,0,1.0,bought iphone never gets reception same places battery life worse nomoreapple
2408,1,1.0,thank nice lady regentsstreet helping grab phone today life saver!
2409,0,1.0,nigga phone froze times today it's even
2410,0,1.0,battery iphone drops down like cock when porn xvideos' main page this shit!
2411,0,1.0,mark zuckerberg's newest frenemy cook aapl aapl
2412,0,1.0,rebel (sometimes luddite)
2413,0,1.0,battery iphone drops down like cock when porn xvideos' main page this shit!
2414,0,1.0,when request custom gift wrap from don't
2415,0,0.6635,"increases apple's iphone sales, revenue aapl aapl"
2416,0,0.7018,facebook mark zuckerberg criticizes apple iphone bend!
2417,0,1.0,annoys more here come galaxy
2418,0,1.0,just iphone
2419,0,0.681,"studio 45,000 outlet, computers need batteries future now!!!!"
2420,0,1.0,left hoos iphones dire suck
2421,0,0.6789,left hoos iphones dire suck
2422,0,1.0,battery iphone drops down like cock when porn xvideos' main page this shit!
2423,0,0.6876,"done should have like times alreadt, whats deal"
2424,1,0.697,sees more apple (aapl) iphone sales aapl
2425,0,1.0,"aapl apple loop iphone rumors, steve job's garage myth, iphone specu"
2426,0,1.0,battery iphone drops down like cock when porn xvideos' main page this shit!
2427,0,0.6613,having wireless drop connections issues (net interruptus) with macbook upgraded yosemite problems disappeared
2428,0,1.0,flag next delete email? wouldn't make more sense next mark unread other side? accidentally deleting
2429,0,1.0,this next funconvo
2430,1,1.0,"major crisis avoided guys were able restore daughter's iphone great service, thanks 5starservice"
2431,0,1.0,different normal frankcaliendo iansomerhalder ryandorsey danbilzerian aapl
2432,0,0.7253,apple's raised barclays overweight rating aapl aapl
2433,0,1.0,most recent apple lawsuit hurts share price aapl
2434,1,0.6927,apple inc's brand value jumped here companies soaring even aapl
2435,0,1.0,kill yourself
2436,0,0.6491,expert consensus aapl moderate nasdaq stocks aapl
2437,0,0.505,everything this chromecast pretty sweet!!
2438,0,1.0,"securities thinks apple, going time sell? aapl"
2439,0,1.0,it's been over month store visits calls still iphone doesn't receive texts from customers fail
2440,0,1.0,sure worse vacations
2441,0,1.0,aapl steve jobs defends apple taped deposition
2442,0,0.7113,"dear please find solution this, happens with your cords"
2443,0,1.0,your shit together i'll samsung galaxy
2444,0,1.0,your shit together i'll samsung galaxy
2445,1,0.6585,aapl here's perfect gift apple
2446,0,1.0,your shit together i'll samsung galaxy
2447,1,0.6579,apple inc's brand value jumped here companies soaring even aapl
2448,0,1.0,your phone chargers terrible this
2449,0,1.0,your phone chargers terrible this
2450,0,1.0,y'all shitty
2451,0,0.6752,there issue with apple mobile calls dealing with both companies weeks
2452,0,0.6579,iphone6plus iphone6 (lots cash spent) help please!
2453,0,1.0,shouldn't take whole week replace harddrive this ridiculous have homework
2454,0,0.6861,"there many more short candidates, like amzn nflx pcln even aapl parabolic close, sense"
2455,0,1.0,"when make phone album want stay phone, removed when camera roll cleared together!"
2456,0,1.0,"when make phone album want stay phone, removed when camera roll cleared together!"
2457,1,1.0,"happily, restored faith them today their arndale store following earlier complaint"
2458,0,1.0,"hell thought, let's volume display front video absolutely dumb miss video every time adjust volume"
2459,0,0.6442,siri passbook integration hiring maps engineer work improved community crowdsourcing
2460,0,1.0,seems similar doing cloud backup pictures onlinefootprint modicumofprudence
2461,0,1.0,"fans scramble ipod classic, music player apple killed aapl"
2462,0,1.0,just replacement phone charger son's iphone that's i'll never product myself just greedy
2463,0,0.6517,"studio 45,000 outlet, computers need batteries future now!!!!"
2464,0,0.7177,apple's raised bank america aapl aapl
2465,0,0.7177,work homekit integration with looking purchase want something that homekit ready
2466,0,0.6826,"besides buying basic necessities gas, groceries, etc, shutitdown buying from ferguson"
2467,0,1.0,thanks pushing into yosemite been worst slow clunky cantgoback misssnowleopard whathappened
2468,0,1.0,"family purchase approvals broken since friday? might have some very unhappy, money losing developers come monday"
2469,0,1.0,caller thing scary heck suggest stop
2470,0,0.6614,"studio 45,000 outlet, computers need batteries future now!!!!"
2471,0,1.0,apple seem need bank card that hate
2472,0,1.0,mobile apple cellular hell! iphone6 iphone6plus apple tmobile tech
2473,0,1.0,hate much ruin life
2474,0,1.0,that yosemite update annoying regret installing sort your shit
2475,1,0.6759,have android version i'll change
2476,0,0.6927,fuck chargers made like shit
2477,0,1.0,"icymi ipads changing children learn classroom education, tech,"
2478,0,1.0,you're even real fucking apple company what fuck supposed
2479,0,0.6681,mobile iphone calling problem work around tmobile apple iphone6 tech
2480,0,0.651,staged gives food thought peaceful demonstrations thinkbeforeyoubuy
2481,1,0.5025,"watch's high priced fashion focus mark, survey says snrtg bmrtg btrtg"
2482,1,0.7502,mobile companies really need learn from they don't roll phones left right center have strong following
2483,0,0.4673,coming soon! still production! hypedtunes
2484,0,0.5097,holiday giveaway! ensure stay touch have best brands incl
2485,0,0.6884,sorry forgot were apple device that process
2486,0,0.648,"mark zuckerberg's newest frenemy cook motley fool throughout 2014, apple (nasdaq aapl) taken"
2487,0,1.0,"trademark confusion while store trademark rejected australia, it's been approved europe"
2488,0,1.0,phone slow that updated angry this
2489,0,1.0,when coming with charger case hurr
2490,0,1.0,have been through about iphone chargers
2491,0,1.0,have been through about iphone chargers
2492,0,0.5239,iphone autocorrects beyonc proper spelling with capitalization accent thank took long enough
2493,1,0.671,review harman kardon esquire mini best iphone speakerphone aapl esquiremini harmankardon
2494,0,1.0,exchange iphone different color lmao changed mind
2495,1,0.7113,dear thank inventing brightness dimmers iphones because hungover self could handle otherwise
2496,0,1.0,"apple loop iphone6s rumors, jobs wozniak's garage myth, iphone saturday, december)"
2497,0,0.6505,your addition does nothing improve existent customer service fail
2498,0,0.7364,cannot airplay icon macbook order show whats computer screen onto through apple
2499,1,0.4872,love applepay security features make work with itunes eliminate need info i'll ahead payitsafe
2500,0,0.5049,"geez will have january, won't postpone longer"
2501,0,1.0,kinda feel sorry goodjob with your last product guys!
2502,0,1.0,"aapl apple loop iphone rumors, jobs wozniak's garage myth, iphone"
2503,0,1.0,apple cook comes
2504,0,0.745,"terrible service store bethesda, second time will ipad cover"
2505,0,0.6598,gaming nerd championship game
2506,0,1.0,apple
2507,0,1.0,think should approve this emoji
2508,0,1.0,just another reason hate
2509,0,0.6613,great! board with alabama lgbt bill named after equality cook
2510,0,1.0,apple makes chargers genius said wrap electrical tape wonder what jony thinks that
2511,1,0.6614,eyesight android users
2512,0,0.6825,"they should have screen record iphones, just hold screenshot button down your recording your screen"
2513,0,1.0,"jesus, they create extensions all? lighten apple"
2514,0,0.8403,"trade aapl free nightly updates posted here twitter, visit trade aapl free website here"
2515,0,1.0,finally updated this happened weird glitch please
2516,0,0.6796,wrapped charger began smoking better apple
2517,0,0.7244,encourages this marxist that isis gave order arrest marxist dupes trespass? pantsupdontloot
2518,1,0.5043,bought earpodstm
2519,0,1.0,needs china love applewatch (aapl) wearables wearabletech apple
2520,0,0.657,surprising twist ipod lawsuit down plaintiff! tech news
2521,0,0.6801,"dear going copy your stores when someone makes appointment, dipshits"
2522,0,1.0,dear yall please stop making yall chargers cheap pieces shit tired having replace them every monthd
2523,0,1.0,dear please stop making yall chargers cheap pieces shit tired having replace them every months
2524,0,0.6196,2014 there canadian flag emoji keyboard?
2525,0,1.0,needs icreep
2526,0,0.6833,with weak phone b!!!
2527,0,1.0,kashka clave your mind
2528,0,1.0,trash
2529,0,0.6635,this obsession yours
2530,0,1.0,lmao fuck autocorrect from 'gonna' 'finna' ahahahah ghetto child youuu
2531,1,1.0,thank applesantamonica fixing friend's phone less than hours free charge guys best
2532,0,1.0,dear wow! really made itunes suck! please stop updating making worse than before thank
2533,1,1.0,good doing these videos apple doing possible related projects very exciting
2534,0,1.0,chargers always necks shit
2535,0,1.0,"iphone6, plus availability wait time update apple store, verizon sunday, december)"
2536,1,1.0,personally excited about projects like gravity things development even though only ipod
2537,0,1.0,apple (aapl) iphone sales dent android market share aapl
2538,0,1.0,"exactly come other phone companies, shit together"
2539,0,1.0,quicktime movs
2540,0,0.6602,another software update ipad won't open webpages ideas here?
2541,0,1.0,"cook sparring, talk real connectivity web?"
2542,0,1.0,need combine their efforts make solid system accessible from device
2543,1,0.6758,macbook amazing! thanks
2544,0,1.0,ipad glitching isnt charging
2545,0,1.0,dear your shit together
2546,0,1.0,phone
2547,0,1.0,apple's raised barclays overweight rating aapl aapl
2548,0,0.702,apple's raised bank america aapl aapl
2549,0,1.0,"finally updated iphone something, thanks more shit don't need seriously, thanks trillion"
2550,0,0.7177,great read created their programming languages
2551,0,1.0,"looking down crazy george street, sydney rain from genius"
